simulation_id,systematic_factor_F,analytical_conditional_loss
1,0.0806322677048254,3695747.7102704644
2,-2.2634538648031914,98124901.15826777
3,0.976211886082868,903086.4764568334
4,-0.7170260970266382,13356149.237681586
5,1.3149636110595895,546984.3249081359
6,-0.8986751574598244,17722067.563457847
7,-0.17489946346321877,5591938.695573237
8,0.9474571833482641,943253.5658977717
9,0.7207248913837458,1335730.0098126433
10,1.7104268761308439,313334.0152459867
11,1.5077995268318876,415227.52762578265
12,0.8763429964561639,1051065.94777778
13,1.1016462527842972,748214.2574063955
14,-2.558768864132302,124745038.75350082
15,0.7683083013309643,1240847.0172277929
16,0.6471939907675919,1497795.4312067085
17,0.6630020791099928,1461275.9718912072
18,0.10386707845230797,3559515.1867968156
19,-1.6034217380776101,48075293.52532044
20,2.088450397011493,189452.114925212
21,-0.3048634397986977,6902974.943922466
22,1.3761247483507832,500803.9218207806
23,1.0440956738464329,815381.6426430315
24,-0.8907207047845009,17506601.231552973
25,-1.3349989520105923,33655456.48906433
26,-0.6614699830378762,12233923.399338724
27,-0.034621248284700076,4454031.765591219
28,-0.06687767112723744,4693175.035206801
29,-0.5165863164532002,9710754.715999775
30,1.647799821357935,341519.708791962
31,1.6074892096920868,361140.73363704263
32,0.6961523729241685,1387717.8424583357
33,1.450579488689576,450263.4678864635
34,-0.22225163651186092,6038257.122291387
35,1.0181459455043491,847773.5125187708
36,2.317642988266094,141568.3057023957
37,0.3220757049368607,2505701.42916128
38,0.30243948805927307,2585733.8108890923
39,0.3163644107955128,2528711.331285501
40,0.12012042171764191,3467269.8354888447
41,1.0432248649530014,816446.7077957669
42,-0.36081376745290833,7556726.2428488415
43,-0.8872160890871948,17412417.922818992
44,-0.22298796854341396,6045469.734332022
45,-0.01821627735984478,4337159.753903029
46,-0.07308785539955952,4740679.22749904
47,0.663196390251994,1460832.98170191
48,0.8011919394490286,1179481.6096512554
49,0.1393634360222399,3361205.0365910176
50,-0.45301326002646447,8768129.424557647
51,-0.17033894198174454,5550726.594139908
52,1.418833265889016,471094.0635857665
53,1.2110714779807583,636455.8655164549
54,0.5982733080224937,1617046.1991315288
55,-0.1397677359702343,5282178.309355353
56,1.2082972644078254,639053.8602848952
57,0.173812633194123,3179537.7116431836
58,-1.123174227518455,24849650.761913598
59,0.43857863586320917,2080882.6964782753
60,-0.20295818855413364,5852285.139374461
61,0.4225205217309523,2134677.9859320982
62,1.0264544620240887,837253.8160643977
63,1.5244689578955488,405593.40169386193
64,-1.1752118849923967,26814031.802955832
65,1.143033373224356,703621.4689767155
66,-2.4107737209035354,111259102.2096043
67,-0.07688805204479146,4769986.585115637
68,1.4656722075656112,440716.8460216448
69,-0.48072585947957663,9167663.982900498
70,-0.6228757136157809,11507033.111529974
71,0.4403688986682539,2074973.4848407963
72,0.6224623220006903,1556877.305506859
73,0.8028932994588972,1176395.9108408217
74,-0.2983707695196623,6830805.252617237
75,0.7027361271170768,1373581.5445601759
76,-1.9544549792166528,72450794.87922552
77,1.9473981845104005,227812.87220292643
78,-0.045984093996072166,4536840.252916186
79,0.9926749611903845,880920.8571231691
80,-0.49000718550575023,9305355.307314107
81,-0.008662311868156204,4270527.3895150805
82,1.1972496782098385,649514.722207646
83,0.5599116965907365,1717543.9945489564
84,1.0316999374140865,830684.9002907024
85,-0.47189725490694706,9038512.003744872
86,0.8408463507725158,1109753.8540610357
87,1.493104479407536,423929.7770468478
88,-0.5979838217402774,11060041.061898595
89,-0.9636680061606289,19573096.272178
90,-0.4397598618568842,8583053.374407608
91,0.9001928699606588,1013505.0699957246
92,-0.6078575864015928,11235345.238897813
93,-0.20041274313251534,5828177.906589113
94,-0.7384142281414248,13813187.732668579
95,-1.5002023105840572,42085585.545967944
96,1.7455151314436097,298675.48694504064
97,0.7706527158087106,1236361.403307345
98,0.535416365142752,1785134.6175010286
99,-0.7173372092804083,13362695.51291502
100,-0.3270519923580693,7155316.700024309
101,-0.6973742927558172,12948639.821288375
102,-0.9123532714853676,18098130.765114103
103,1.474416873254207,435287.5187311516
104,0.235644313299227,2878311.4477452333
105,-1.0789113007010789,23275523.551155273
106,1.0624070818318858,793329.3751501563
107,-0.07699029812459356,4770777.624158863
108,-2.502987022508241,119641261.74368964
109,-2.1383028480927426,87354048.36536041
110,0.7954619516949866,1189937.5127904208
111,1.0734896955059177,780296.308719181
112,0.736234031770818,1303984.373870958
113,-1.0848697902211308,23482353.854224566
114,0.9038410076373631,1007887.6249883999
115,-1.2088869229341732,28152656.525770124
116,-0.35645744630925635,7503718.905221457
117,0.6870919008161164,1407424.62111553
118,2.6047871654682124,99628.10791492846
119,0.995406447293397,877300.220932819
120,-0.656855920031059,12144802.63175114
121,-0.6462724921486912,11942681.517207034
122,0.6753408726969798,1433426.0125045863
123,-0.24021805359393,6216703.422685105
124,1.4673656091828864,439659.6728523641
125,-0.7899526833627597,14974519.927688424
126,-0.47284884191099524,9052347.783508232
127,0.5179625787558273,1834995.4627941179
128,0.13633629129019958,3377667.895724874
129,-0.19374096082417708,5765458.67036975
130,0.6880920550081953,1405234.7731177818
131,-0.3268381852928215,7152842.463293111
132,2.0197034587761595,207164.3869030949
133,-0.007427198101899087,4261989.159725324
134,-0.6272057729365128,11586512.022918694
135,0.4019636300968797,2205667.6393245044
136,0.08523044973289033,3668371.9662399916
137,-0.29923245254812564,6840340.445494614
138,0.2594437608619322,2770335.182170763
139,-0.9451914984864646,19030177.4191284
140,-0.44274740658361705,8624439.701673174
