simulation_id,portfolio_loss
1,11677778.402051054
2,142363565.85482752
3,0.0
4,0.0
5,0.0
6,5976977.48510973
7,11677778.402051054
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,160152969.83826774
15,0.0
16,0.0
17,0.0
18,0.0
19,59034556.60076778
20,0.0
21,0.0
22,0.0
23,0.0
24,5821854.099076635
25,27623550.54699586
26,0.0
27,12448178.554254126
28,0.0
29,16130553.672878135
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,11613972.383618651
36,0.0
37,0.0
38,11613972.383618651
39,0.0
40,0.0
41,0.0
42,0.0
43,17107476.099235125
44,4621520.097217464
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,5821854.099076635
51,19382699.715907596
52,0.0
53,0.0
54,0.0
55,10071845.509254556
56,0.0
57,0.0
58,12448178.554254126
59,0.0
60,18619747.60435972
61,0.0
62,0.0
63,0.0
64,48300924.01335179
65,0.0
66,75692732.34764478
67,23177683.611344334
68,0.0
69,17487758.163063645
70,17435826.482695285
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,79263694.20261267
77,0.0
78,0.0
79,0.0
80,0.0
81,15934358.899960449
82,0.0
83,0.0
84,0.0
85,0.0
86,4621520.097217464
87,0.0
88,17487758.163063645
89,18428681.515128814
90,0.0
91,0.0
92,12684329.314644454
93,0.0
94,24688312.014599428
95,48114751.16754987
96,0.0
97,0.0
98,0.0
99,30507938.509021416
100,0.0
101,13759091.216199582
102,0.0
103,0.0
104,0.0
105,6153572.77424745
106,0.0
107,10575177.135904955
108,39085287.89629889
109,70118412.20147169
110,0.0
111,0.0
112,0.0
113,12233763.655097743
114,0.0
115,55124593.17257643
116,0.0
117,17487758.163063645
118,0.0
119,0.0
120,11258431.526111448
121,0.0
122,17487758.163063645
123,16225418.283502005
124,0.0
125,18931697.39459268
126,6153572.77424745
127,0.0
128,0.0
129,0.0
130,0.0
131,18153044.021140672
132,0.0
133,0.0
134,10573776.65236366
135,10575177.135904955
136,0.0
137,10575177.135904955
138,0.0
139,0.0
140,5976977.48510973
141,0.0
142,9658035.604475295
143,11613972.383618651
144,0.0
145,0.0
146,18619747.60435972
147,0.0
148,20034192.275343843
149,0.0
150,9658035.604475295
151,11613972.383618651
152,0.0
153,0.0
154,0.0
155,51310536.21515198
156,0.0
157,30297526.006410774
158,0.0
159,10729505.057090208
160,0.0
161,11130498.614125397
162,20788534.21860069
163,0.0
164,0.0
165,10443374.1962941
166,15500416.494899493
167,0.0
168,0.0
169,0.0
170,17147454.707532935
171,0.0
172,0.0
173,0.0
174,16299298.499268517
175,5862513.390705893
176,0.0
177,30693713.55770329
178,0.0
179,58044902.86085479
180,18931697.39459268
181,11613972.383618651
182,4621520.097217464
183,0.0
184,0.0
185,6153572.77424745
186,0.0
187,10729505.057090208
188,12448178.554254126
189,0.0
190,96441669.98227276
191,0.0
192,28691593.113614276
193,17917013.97793504
194,18931697.39459268
195,17573181.51545907
196,17260261.59748721
197,32607892.594134618
198,0.0
199,0.0
200,0.0
201,0.0
202,27739219.974595323
203,0.0
204,0.0
205,8807522.580002641
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,34430791.60997816
212,23309612.26214028
213,0.0
214,116839134.19525915
215,9658035.604475295
216,0.0
217,11613972.383618651
218,11677778.402051054
219,0.0
220,6153572.77424745
221,0.0
222,4621520.097217464
223,0.0
224,15002440.44003371
225,0.0
226,11677778.402051054
227,5821854.099076635
228,0.0
229,0.0
230,0.0
231,0.0
232,45064636.448751785
233,10729505.057090208
234,0.0
235,22669427.6936987
236,0.0
237,0.0
238,0.0
239,17917013.97793504
240,0.0
241,0.0
242,18619747.60435972
243,0.0
244,0.0
245,0.0
246,0.0
247,50363103.28799873
248,9706536.569060821
249,20421494.963621292
250,0.0
251,10071845.509254556
252,0.0
253,16727349.42661111
254,11677778.402051054
255,0.0
256,12951661.418241609
257,88422747.77396518
258,12448178.554254126
259,36070057.99907571
260,0.0
261,11613972.383618651
262,0.0
263,22342364.91911975
264,8807522.580002641
265,0.0
266,47131258.84829495
267,0.0
268,23464735.648173377
269,11130498.614125397
270,0.0
271,20959493.824756682
272,8094155.782518536
273,33573191.0449967
274,55016342.70973758
275,5821854.099076635
276,17499632.50112769
277,0.0
278,12448178.554254126
279,11677778.402051054
280,0.0
281,0.0
282,24056667.013962585
283,0.0
284,10729505.057090208
285,0.0
286,0.0
287,45873972.67047519
288,22520024.063508682
289,9345521.441138031
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,22084955.436310414
297,28062935.2989686
298,11823714.866469627
299,0.0
300,30737354.63027996
301,25374346.954091314
302,0.0
303,0.0
304,0.0
305,4621520.097217464
306,0.0
307,16107977.951200685
308,0.0
309,48413730.56220553
310,0.0
311,0.0
312,11613972.383618651
313,19382699.715907596
314,0.0
315,6530756.540397004
316,11613972.383618651
317,20154990.985247508
318,89024678.08552995
319,0.0
320,0.0
321,0.0
322,0.0
323,8807522.580002641
324,0.0
325,0.0
326,0.0
327,11258431.526111448
328,0.0
329,0.0
330,11258431.526111448
331,9706536.569060821
332,114268142.39403805
333,0.0
334,0.0
335,25374346.954091314
336,12951661.418241609
337,30062196.008718077
338,0.0
339,0.0
340,42967709.485531464
341,0.0
