date,industry,index_return
2023-01-02,A,-0.000863367343038
03/01/2023,A,0.0097585283662399
2023-01-04,A,-0.0034803674539112
2023-01-05,A,0.0205590401956502
2023-01-06,A,0.0094382827166642
2023-01-09,A,0.0028072778987434
10/01/2023,A,0.0060640222936076
2023-01-11,A,-0.0065253936256369
2023-01-12,A,-0.0028247537848402
2023-01-13,A,-0.0032785073856984
2023-01-16,A,-0.0090066048223676
17/01/2023,A,-0.016122921251106
2023-01-18,A,0.0067438791436047
2023-01-19,A,0.0117820459127439
2023-01-20,A,0.004904131248389
2023-01-23,A,-0.0008984802330184
2023-01-24,A,0.0267698313895029
2023-01-25,A,-0.0077905325334452
2023-01-26,A,0.00322225298354
2023-01-27,A,0.0136721390547648
2023-01-30,A,-0.0131311731425886
2023-01-31,A,0.0077081068591538
2023-02-01,A,
2023-02-02,A,7.764661249944643e-05
2023-02-03,A,0.0021115734059556
2023-02-06,A,-0.0077236013922638
2023-02-07,A,0.0059192356078877
2023-02-08,A,-0.0092798362464112
2023-02-09,A,-0.0006375854291456
2023-02-10,A,-0.0174617482158902
2023-02-13,A,-0.0310226597806202
2023-02-14,A,-0.0055369966930458
2023-02-15,A,-0.0057216185098465
2023-02-16,A,-0.0045629660948535
17/02/2023,A,0.0090420383710406
2023-02-20,A,0.0121586586139808
2023-02-21,A,0.0037351141107005
2023-02-22,A,0.008120449901484
2023-02-23,A,-0.0089612718077279
2023-02-24,A,-0.0117320213019414
2023-02-27,A,0.0061750752112325
2023-02-28,A,-0.0132754845892855
2023-03-01,A,-0.0144964573318064
2023-03-02,A,0.0344892610776783
2023-03-03,A,
2023-03-06,A,-0.0215225598530417
2023-03-07,A,-0.0129147428931849
2023-03-08,A,0.0208683193039477
2023-03-09,A,0.0047562509673678
2023-03-10,A,-0.0018744529893212
2023-03-13,A,-0.0001880454243425
2023-03-14,A,-0.0021520515741401
2023-03-15,A,-0.0166829699872223
2023-03-16,A,-0.0029387428127968
2023-03-17,A,-0.0152335604405054
2023-03-20,A,0.000845030755886
2023-03-21,A,-0.010781495913754
2023-03-22,A,0.0048447047527489
2023-03-23,A,0.0021013766059968
2023-03-24,A,0.0095248755078907
2023-03-27,A,-0.0054157157598915
2023-03-28,A,0.0058138373949158
2023-03-29,A,0.0077528480732264
2023-03-30,A,0.0100251674041693
2023-03-31,A,0.0096162645935802
2023-04-03,A,-0.0094543195626977
2023-04-04,A,0.0187219142721746
2023-04-05,A,-0.0203738307459534
2023-04-06,A,0.0094624915084379
2023-04-07,A,-0.0059447370318295
2023-04-10,A,-0.0123674457566057
2023-04-11,A,0.0027366377005792
2023-04-12,A,0.0061561164120887
2023-04-13,A,0.0025829434481782
14/04/2023,A,-0.0029105111117809
2023-04-17,A,0.0014904101606436
2023-04-18,A,0.0094704776909931
19/04/2023,A,0.0007306040348021
2023-04-20,A,0.0010120550967525
2023-04-21,A,0.0025181789577583
2023-04-24,A,-0.0060852733424948
2023-04-25,A,0.0130215448069315
2023-04-26,A,0.0282541414300659
2023-04-27,A,0.0040890706678405
2023-04-28,A,-0.0040182968217195
2023-05-01,A,0.0103556487476927
2023-05-02,A,0.0153093781920168
03/05/2023,A,-0.003786022358068
2023-05-04,A,0.0049308517933043
2023-05-05,A,-0.0081311651469768
2023-05-08,A,0.0114388322702814
2023-05-09,A,0.0017283497078778
2023-05-10,A,0.0089779088952912
2023-05-11,A,-0.0127068674337161
2023-05-12,A,0.0074115114163987
2023-05-15,A,-0.0095134447491679
16/05/2023,A,-0.0087263311251476
2023-05-17,A,-0.011127442296664
2023-05-18,A,0.0078010584923281
2023-05-19,A,0.0151665370537094
2023-05-22,A,-0.0203107132469218
2023-05-23,A,-0.0071941010100942
2023-05-24,A,-0.0127309989712445
2023-05-25,A,-0.0143992445834728
2023-05-26,A,0.0008203798571433
2023-05-29,A,0.006292741419659
2023-05-30,A,-0.0042809072418865
2023-05-31,A,0.0030131733977851
2023-06-01,A,-0.0118285089491946
2023-06-02,A,0.0004080155498156
2023-06-05,A,-0.0054211083747934
2023-06-06,A,0.0067877944889229
2023-06-07,A,-0.0109728818553052
08/06/2023,A,0.0006416659891634
2023-06-09,A,-0.0220757388053734
2023-06-12,A,0.000368864994482
2023-06-13,A,-0.0095606849481601
2023-06-14,A,-0.0019223103228735
15/06/2023,A,0.0074574989906068
2023-06-16,A,-0.0033321726823269
2023-06-19,A,0.0054518680824116
2023-06-20,A,
2023-06-21,A,0.0119550240938716
2023-06-22,A,0.0215398508806378
2023-06-23,A,0.0003667785119901
2023-06-26,A,-0.00097688282239
2023-06-27,A,-0.0176267440387728
28/06/2023,A,-0.0090202679145749
2023-06-29,A,-0.0093285225003862
2023-06-30,A,0.0030115803245227
2023-07-03,A,0.0071513836558511
04/07/2023,A,0.0035274743745301
2023-07-05,A,-0.0127307359464079
2023-07-06,A,0.01919395336128
2023-07-07,A,-0.0123273288576237
2023-07-10,A,-0.0008823089605286
2023-07-11,A,-0.0034596786245572
2023-07-12,A,-0.0094719233059815
2023-07-13,A,0.0115111234507975
2023-07-14,A,-0.0072462234477839
