Date,Price
2023-01-02,37.46467208862305
2023-01-03,35.69007873535156
2023-01-04,34.83430480957031
2023-01-05,35.0324821472168
2023-01-06,35.257686614990234
2023-01-09,35.19462966918945
2023-01-10,35.53694152832031
2023-01-11,36.3927116394043
2023-01-12,37.752933502197266
2023-01-13,38.11325454711914
2023-01-16,37.545745849609375
2023-01-17,37.26649475097656
2023-01-18,36.8341064453125
2023-01-19,36.87013626098633
2023-01-20,37.53673553466797
2023-01-23,37.545745849609375
2023-01-24,37.9691276550293
2023-01-25,38.509613037109375
2023-01-26,37.707889556884766
2023-01-27,37.707889556884766
2023-01-30,36.87914276123047
2023-01-31,36.753028869628906
2023-02-01,36.635929107666016
2023-02-02,36.82509994506836
2023-02-03,36.46477127075195
2023-02-06,36.73501205444336
2023-02-07,36.45576477050781
2023-02-08,36.581878662109375
2023-02-09,36.095436096191406
2023-02-10,35.8702392578125
2023-02-13,35.8702392578125
2023-02-14,35.52792739868164
2023-02-15,35.28471374511719
2023-02-16,35.23066711425781
2023-02-17,35.59999465942383
2023-02-20,35.627017974853516
2023-02-21,36.38370132446289
2023-02-22,36.3026237487793
2023-02-23,36.05940628051758
2023-02-24,35.94230270385742
2023-02-27,36.00536346435547
2023-02-28,36.24857711791992
2023-03-01,35.212650299072266
2023-03-02,35.36578369140625
2023-03-03,35.17661666870117
2023-03-06,34.951412200927734
2023-03-07,34.82529830932617
2023-03-08,34.97843933105469
2023-03-09,34.85232162475586
2023-03-10,34.744224548339844
2023-03-13,34.7352180480957
2023-03-14,35.61800765991211
2023-03-15,34.4289436340332
2023-03-16,34.96942901611328
2023-03-17,34.09564208984375
2023-03-20,34.57307434082031
2023-03-21,35.068519592285156
2023-03-22,34.83430480957031
2023-03-23,35.09553909301758
2023-03-24,33.74432373046875
2023-03-27,34.36589050292969
2023-03-28,34.302833557128906
2023-03-29,34.87934494018555
2023-03-30,35.37479019165039
2023-03-31,35.70809555053711
2023-04-03,35.789161682128906
2023-04-04,35.29372024536133
2023-04-05,35.79817581176758
2023-04-06,36.50080490112305
2023-04-11,36.8341064453125
2023-04-12,36.93319320678711
2023-04-13,36.73501205444336
2023-04-14,36.33865737915039
2023-04-17,36.55485153198242
2023-04-18,36.419734954833984
2023-04-19,36.87013626098633
2023-04-20,36.843116760253906
2023-04-21,36.978233337402344
2023-04-24,37.01426696777344
2023-04-25,37.446651458740234
2023-04-26,37.47367477416992
2023-04-27,38.2303581237793
2023-04-28,38.32944869995117
2023-05-02,37.68086624145508
