date,INDUSTRY_A,INDUSTRY_B
2023-01-02,-0.000863367343038,-0.0066886057419556
2023-01-03,-0.000863367343038,0.0078417267343312
2023-01-04,-0.0034803674539112,-0.0006123614945669
2023-01-05,0.0205590401956502,-0.0068361977642161
2023-01-06,0.0094382827166642,-0.0214075248730418
2023-01-09,0.0028072778987434,0.0241698698033214
2023-01-10,0.0028072778987434,0.0060563824534576
2023-01-11,-0.0065253936256369,-0.0034916195899693
2023-01-12,-0.0028247537848402,-0.0129452451417004
2023-01-13,-0.0032785073856984,0.0008474562279155
2023-01-16,-0.0090066048223676,-0.0169444859210737
2023-01-17,-0.016122921251106,-0.0041108950636144
2023-01-18,0.0067438791436047,0.0073363977543437
2023-01-19,0.0117820459127439,0.0083047204911861
2023-01-20,0.004904131248389,0.0072638467036624
2023-01-23,-0.0008984802330184,-0.0081437129417885
2023-01-24,0.0267698313895029,0.0095842167463749
2023-01-25,-0.0077905325334452,0.0015070111276196
2023-01-26,0.00322225298354,-0.0181589516627234
2023-01-27,0.0136721390547648,0.0068373883046669
2023-01-30,-0.0131311731425886,0.0090871866715377
2023-01-31,0.0077081068591538,-0.0134634896088906
2023-02-01,0.0077081068591538,0.0223089142401455
2023-02-02,7.764661249944643e-05,0.0227483608007449
2023-02-03,0.0021115734059556,0.000845680235903
2023-02-06,-0.0077236013922638,0.0036595840770533
2023-02-07,0.0059192356078877,0.0037412979105331
2023-02-08,-0.0092798362464112,-0.0037314046292229
2023-02-09,-0.0006375854291456,-0.0194558415607662
2023-02-10,-0.0174617482158902,-0.0024218792460542
2023-02-13,-0.0310226597806202,-0.0156985964112716
2023-02-14,-0.0055369966930458,0.0153506272144504
2023-02-15,-0.0057216185098465,0.0059700406522028
2023-02-16,-0.0045629660948535,-0.0011324940706919
2023-02-17,0.0090420383710406,-0.0012039843844888
2023-02-20,0.0121586586139808,-0.0069232140999909
2023-02-21,0.0037351141107005,0.0154041663608745
2023-02-22,0.008120449901484,0.032235309924242
2023-02-23,-0.0089612718077279,-0.0251026776930545
2023-02-24,-0.0117320213019414,0.0023774923524104
2023-02-27,0.0061750752112325,0.0051461349987628
2023-02-28,-0.0132754845892855,0.0029720594995314
2023-03-01,0.0097585283662399,0.0024654095962735
2023-03-02,0.0344892610776783,0.0259095780528721
2023-03-03,0.0344892610776783,-0.0027438269788148
2023-03-05,-0.003786022358068,-0.0027438269788148
2023-03-06,-0.0215225598530417,-0.0027438269788148
2023-03-07,-0.0129147428931849,-0.0027438269788148
2023-03-08,0.0208683193039477,0.0163997759052372
2023-03-09,0.0047562509673678,-0.0015817021595158
2023-03-10,-0.0018744529893212,0.0126372690377663
2023-03-13,-0.0001880454243425,0.0074499701951224
2023-03-14,-0.0021520515741401,-0.0062000677699372
2023-03-15,-0.0166829699872223,-0.0382887641886223
2023-03-16,-0.0029387428127968,-0.0009759951402931
2023-03-17,-0.0152335604405054,-0.0096527288867804
2023-03-20,0.000845030755886,-0.0303190089731059
2023-03-21,-0.010781495913754,-0.0006697249639978
2023-03-22,0.0048447047527489,-0.0135974114443971
2023-03-23,0.0021013766059968,0.0158494475165459
2023-03-24,0.0095248755078907,0.0043334384457477
2023-03-27,-0.0054157157598915,-0.0122617909827584
2023-03-28,0.0058138373949158,0.006256037144239
2023-03-29,0.0077528480732264,0.0065159821362649
2023-03-30,0.0100251674041693,0.0073466817707991
2023-03-31,0.0096162645935802,0.0181924723602999
2023-04-03,-0.0094543195626977,-0.0315281799834248
2023-04-04,0.0187219142721746,0.0148804057698581
2023-04-05,-0.0203738307459534,-0.0224436775533946
2023-04-06,0.0094624915084379,0.001661344563199
2023-04-07,-0.0059447370318295,0.0164295978353886
2023-04-10,-0.0123674457566057,-0.018844847289546
2023-04-11,0.0027366377005792,0.0072009810804239
2023-04-12,0.0061561164120887,0.0166938553541216
2023-04-13,0.0025829434481782,0.0085223073779939
2023-04-14,-0.0029105111117809,-0.0008704446648471
2023-04-17,0.0014904101606436,-0.0008704446648471
2023-04-18,0.0094704776909931,0.013594461752957
2023-04-19,0.0007306040348021,-0.0111427993251072
2023-04-20,0.0010120550967525,0.0001869021467069
2023-04-21,0.0025181789577583,0.0330187490794622
2023-04-24,-0.0060852733424948,0.0023626944350015
2023-04-25,0.0130215448069315,0.0091932230078855
2023-04-26,0.0282541414300659,0.0115308867393423
2023-04-27,0.0040890706678405,-0.0089802590403705
2023-04-28,-0.0040182968217195,0.0011259033515395
2023-05-01,0.0103556487476927,0.0107527620250625
2023-05-02,0.0153093781920168,0.0078087191697495
2023-05-03,0.0153093781920168,0.0363441611935834
2023-05-04,0.0049308517933043,-0.007341769969395
2023-05-05,-0.0081311651469768,-0.0183681403982259
2023-05-08,0.0114388322702814,0.0016369101247608
2023-05-09,0.0017283497078778,0.0001095688685353
2023-05-10,0.0089779088952912,-0.006731921122049
2023-05-11,-0.0127068674337161,-0.006731921122049
2023-05-12,0.0074115114163987,0.0091782804666063
2023-05-15,-0.0095134447491679,0.0039521461033002
2023-05-16,-0.0087263311251476,-0.0127077811121603
2023-05-17,-0.011127442296664,0.011895079580239
2023-05-18,0.0078010584923281,0.0133050568562241
2023-05-19,0.0151665370537094,0.0492683397331054
2023-05-22,-0.0203107132469218,-0.0227566898849172
2023-05-23,-0.0071941010100942,-0.0164933600927836
2023-05-24,-0.0127309989712445,-0.0119401792673398
2023-05-25,-0.0143992445834728,-0.0038723083286885
2023-05-26,0.0008203798571433,0.0073453852486099
2023-05-29,0.006292741419659,0.0123716822750817
2023-05-30,-0.0042809072418865,0.0123716822750817
2023-05-31,0.0030131733977851,-0.0248241290381084
2023-06-01,-0.0118285089491946,-0.0248241290381084
2023-06-02,0.0004080155498156,-0.0015155993617058
2023-06-03,0.0004080155498156,-0.0215454655409784
2023-06-05,-0.0054211083747934,0.025460366020207
2023-06-06,0.0067877944889229,0.0144275018212231
2023-06-07,-0.0109728818553052,-0.0208799678094323
2023-06-08,-0.0109728818553052,0.0028370046482806
2023-06-09,-0.0220757388053734,0.0028370046482806
2023-06-12,0.000368864994482,-0.002872830581112
2023-06-13,-0.0095606849481601,-0.0134655361507998
2023-06-14,-0.0019223103228735,0.000124006028294
2023-06-15,0.0074574989906068,0.0198982666718455
2023-06-16,-0.0033321726823269,-0.0085370717479498
2023-06-19,0.0054518680824116,0.0119791520977023
2023-06-20,0.0054518680824116,0.008267259994079
2023-06-21,0.0119550240938716,0.0256092208228413
2023-06-22,0.0215398508806378,0.0005241608913635
2023-06-23,0.0003667785119901,0.0003612079890309
2023-06-26,-0.00097688282239,-0.0098830949238024
2023-06-27,-0.0176267440387728,-0.0092718001550536
2023-06-28,-0.0090202679145749,-0.0042034466071563
2023-06-29,-0.0093285225003862,-0.0213295343571136
2023-06-30,0.0030115803245227,0.0039433839226906
2023-07-03,0.0071513836558511,0.0039433839226906
2023-07-04,0.0071513836558511,0.0090275545364908
2023-07-05,-0.0127307359464079,-0.0260463630399766
2023-07-06,0.01919395336128,-0.0016987289979854
2023-07-07,-0.0123273288576237,-0.0079750605644155
2023-07-10,-0.0008823089605286,-0.0134448106771846
2023-07-11,-0.0034596786245572,0.0154700747557283
2023-07-12,-0.0094719233059815,-0.0256165831807307
2023-07-13,0.0115111234507975,0.0139208372686621
2023-07-14,-0.0072462234477839,-0.0269744592549147
2023-07-17,-0.0087354802772627,-0.0060429301534009
