date,entity_code,stock_return
2023-01-02,A-D1XPP4,-0.00912049659408527
2023-01-03,A-D1XPP4,0.017563806402868518
04-01-2023,A-D1XPP4,-0.022791575752671624
05-01-2023,A-D1XPP4,-0.007894762189735002
2023-01-06,A-D1XPP4,0.02114547100959855
2023-01-09,A-D1XPP4,0.006791180704704639
2023-01-10,A-D1XPP4,0.021455421033137873
2023-01-11,A-D1XPP4,-0.014806988917095476
2023-01-12,A-D1XPP4,-0.01657169847250763
2023-01-13,A-D1XPP4,0.021870134067177638
2023-01-16,A-D1XPP4 ,-0.034618541609794606
17-01-2023,A-D1XPP4,0.00962795576436637
2023-01-18,A-D1XPP4,0.029164188049566678
2023-01-19,A-D1XPP4,0.024907247986984547
2023-01-20,A-D1XPP4,-0.0084572303074768
2023-01-23,A-D1XPP4,-0.015416213247471262
2023-01-24,A-D1XPP4,0.017634861197634757
2023-01-25,A-D1XPP4,-0.029543140209721378
2023-01-26,A-D1XPP4,-0.014732689590732689
27-01-2023,A-D1XPP4,0.02254292849097472
2023-01-30,A-D1XPP4,0.0011833455419639084
2023-01-31,A-D1XPP4,-0.012725861390306133
2023-02-01,A-D1XPP4,0.0293911501018755
2023-02-02,A-D1XPP4,0.008239576793316068
2023-02-03,A-D1XPP4,0.02886721130715241
2023-02-06,A-D1XPP4,0.004065574839804293
2023-02-07,A-D1XPP4,0.023789847453529012
2023-02-08,A-D1XPP4 ,0.0011635276396148144
2023-02-09,A-D1XPP4,0.017128655631232857
2023-02-10,A-D1XPP4,-0.037137507390932134
2023-02-13,a-d1xpp4,-0.027009528052492657
2023-02-14,A-D1XPP4,-0.0051312871825322515
2023-02-15,A-D1XPP4,-0.008964793852712292
2023-02-16,A-D1XPP4,0.004339586469818259
2023-02-17,A-D1XPP4,
2023-02-20,A-D1XPP4 ,
2023-02-21,A-D1XPP4,-0.0001968985734236415
2023-02-22,A-D1XPP4,-0.006746781516025033
2023-02-23,A-D1XPP4,0.012580331888629871
2023-02-24,A-D1XPP4,-0.0030904263425041165
2023-02-27,A-D1XPP4,
2023-02-28,A-D1XPP4,-0.014106763421121675
2023-03-01,A-D1XPP4,-0.04297656006417769
2023-03-02,A-D1XPP4,0.028228079920396675
2023-03-03,A-D1XPP4,0.002186999135539607
2023-03-06,A-D1XPP4,-0.02755845298882952
2023-03-07,A-D1XPP4,0.018191009101915533
2023-03-08,A-D1XPP4,-0.004116118708599788
2023-03-09,A-D1XPP4,0.01652007390417628
2023-03-10,A-D1XPP4,
2023-03-13,A-D1XPP4,0.019240385927426315
2023-03-14,A-D1XPP4,-0.0022893393370719585
2023-03-15,A-D1XPP4,-0.03375961149939777
16-03-2023,A-D1XPP4,-0.026868113428757653
2023-03-17,A-D1XPP4,-0.019594778861639787
2023-03-20,A-D1XPP4,-0.011689988605741528
2023-03-21,A-D1XPP4,-0.02157704109224959
22-03-2023,A-D1XPP4,-0.0019978783962832517
2023-03-23,A-D1XPP4,-0.00015934638714490824
2023-03-24,A-D1XPP4,0.016353715463927956
2023-03-27,A-D1XPP4,-0.026612904558236932
2023-03-28,A-D1XPP4,-0.007629318414462191
2023-03-29,A-D1XPP4,0.00332818096777646
2023-03-30,A-D1XPP4,0.0045014004417166
2023-03-31,A-D1XPP4,0.0407486384083058
2023-04-03, A-D1XPP4,-0.0033830169811287754
2023-04-04,A-D1XPP4,-0.014067085197529926
2023-04-05,A-D1XPP4,-0.008771800088201005
06-04-2023,A-D1XPP4,0.01739194021614197
2023-04-07,A-D1XPP4,-0.007008094133868907
2023-04-10,A-D1XPP4,-0.03173509674465021
2023-04-11,A-D1XPP4,0.0338342946761057
2023-04-12,A-D1XPP4,-0.014333017314791606
2023-04-13,a-d1xpp4,0.013960254474029363
2023-04-14,A-D1XPP4,0.0012725006337260354
2023-04-17, A-D1XPP4,0.01200691801105075
2023-04-18,A-D1XPP4,0.03829982478780644
2023-04-19,A-D1XPP4,0.01069398292638039
2023-04-20,A-D1XPP4,-0.009246312009381582
2023-04-21,AD1XPP4,0.02192240411851
2023-04-24,A-D1XPP4,-0.016228008774790012
2023-04-25,AD1XPP4,0.013361280050660083
2023-04-26,A-D1XPP4,-0.0006721918002314323
2023-04-27,A-D1XPP4,-0.01532780555778909
2023-04-28,A-D1XPP4,-0.00228967738952426
01-05-2023,A-D1XPP4,0.014910079752609905
2023-05-02,A-D1XPP4,-0.018395528654825077
03-05-2023,A-D1XPP4,0.005922354737557504
2023-05-04,A-D1XPP4,-0.010805040144125859
2023-05-05,A-D1XPP4,0.016529452164499536
2023-05-08,A-D1XPP4,0.002815706097384018
2023-05-09,A-D1XPP4,-0.01884252108559748
2023-05-10,A-D1XPP4,0.008546809159499513
2023-05-11,A-D1XPP4,-0.026657723966390004
2023-05-12,A-D1XPP4,0.02877022167891527
2023-05-15,A-D1XPP4,-0.00760121206373855
2023-05-16,A-D1XPP4,-0.009711244115797256
2023-05-17,A-D1XPP4,0.0017504645034269201
2023-05-18,A-D1XPP4,-0.011848207111742719
2023-05-19,A-D1XPP4,-0.011071536152945727
2023-05-22,A-D1XPP4,-0.008898242167588027
2023-05-23,A-D1XPP4,-0.02554935355223399
2023-05-24,A-D1XPP4,-0.02998498194448586
2023-05-25,A-D1XPP4,0.003542212895197688
2023-05-26,A-D1XPP4,0.010107457865425619
2023-05-29,A-D1XPP4,-0.017534738628425178
2023-05-30,A-D1XPP4,-0.014569174566453324
2023-05-31,A-D1XPP4,-0.013856629288805622
2023-06-01,A-D1XPP4,0.022510940205374756
02-06-2023,A-D1XPP4,0.016634600136123504
2023-06-05,A-D1XPP4,-0.011912093927929726
2023-06-06,A-D1XPP4,0.01580173999932121
2023-06-07,A-D1XPP4,-0.033189656830999115
2023-06-08,A-D1XPP4,
2023-06-09,A-D1XPP4,-0.015773052257344836
2023-06-12,A-D1XPP4,0.008435245480212078
2023-06-13,A-D1XPP4 ,-0.009402812217770087
2023-06-14,A-D1XPP4,0.0029263949345572247
2023-06-15,A-D1XPP4,0.007376055471641725
2023-06-16,A-D1XPP4,-0.00561013138226331
2023-06-19,A-D1XPP4,-0.0009691261935067461
2023-06-20,A-D1XPP4,-0.011681091867485418
2023-06-21,A-D1XPP4,0.013738894430411926
2023-06-22,A-D1XPP4,0.024626561310100506
2023-06-23,A-D1XPP4,0.0038638878213311184
2023-06-26,A-D1XPP4,-0.021996253157931144
2023-06-27,A-D1XPP4,-0.03208209655159566
2023-06-28,A-D1XPP4,-3.634182459475062e-05
2023-06-29,A-D1XPP4,0.019027301411766805
2023-06-30,A-D1XPP4,0.005152742567675813
2023-07-03,A-D1XPP4,-0.0016889244999049383
2023-07-04,A-D1XPP4,0.00686010769759409
05-07-2023,A-D1XPP4,-0.030647374362368036
2023-07-06,A-D1XPP4,
2023-07-07,A-D1XPP4,-0.006503168484954455
2023-07-10,A-D1XPP4,-0.012756077006212795
2023-07-11,A-D1XPP4,-0.005770061289317513
2023-07-12,A-D1XPP4,-0.017064190821930336
2023-07-13,A-D1XPP4,0.03281895834334102
2023-07-14,A-D1XPP4,-0.009437300368274216
17-07-2023,A-D1XPP4,-0.004191800791729535
2023-07-18,A-D1XPP4,0.021677528282607918
2023-07-19,A-D1XPP4,-0.0139851897302719
2023-07-20,A-D1XPP4,-0.019213396074737613
2023-07-21,A-D1XPP4,-0.006251685244086024
2023-07-24,A-D1XPP4,-0.025445260542108033
2023-07-25,A-D1XPP4,0.009997410854574966
2023-07-26,A-D1XPP4,-0.008197597941674021
2023-07-27,A-D1XPP4,0.000627586351337985
2023-07-28,A-D1XPP4,0.008379253777259371
2023-07-31,A-D1XPP4,0.0027680182645786105
2023-08-01,A-D1XPP4,0.019859558073164595
2023-08-02,AD1XPP4,-0.03153942704201655
2023-08-03,A-D1XPP4,0.0027218336147585625
2023-08-04,A-D1XPP4,-0.01725315139526795
2023-08-07,A-D1XPP4,0.026924081541240784
2023-08-08,A-D1XPP4,-0.010618474981880848
2023-08-09, A-D1XPP4,0.04985260356093933
2023-08-10,A-D1XPP4,0.013873242716206612
2023-08-11,A-D1XPP4,0.024001769110649804
2023-08-14,A-D1XPP4,0.016496035246793394
2023-08-15,A-D1XPP4,-0.032883680181468214
2023-08-16,A-D1XPP4,
17-08-2023,A-D1XPP4,0.008879875246813917
2023-08-18,A-D1XPP4,0.01638922842261673
2023-08-21,A-D1XPP4,0.00021850800279412438
2023-08-22,A-D1XPP4,-0.006636941827563858
2023-08-23,A-D1XPP4,-0.015112646336364145
2023-08-24,A-D1XPP4,-0.007250545345021089
2023-08-25,AD1XPP4,0.008465628386117086
2023-08-28,A-D1XPP4,0.015421501509139806
29-08-2023,A-D1XPP4,-0.015442713731874402
30-08-2023,A-D1XPP4,0.01656288498752828
2023-08-31,A-D1XPP4,-0.011015964392341086
2023-09-01,A-D1XPP4,0.012117385896179379
2023-09-04,AD1XPP4,0.0005924468973521105
2023-09-05,A-D1XPP4,0.025748383242185476
2023-09-06,A-D1XPP4,0.004709334606686032
2023-09-07,A-D1XPP4,0.0034874907462120047
2023-09-08,A-D1XPP4,0.016039023895094973
2023-09-11,A-D1XPP4,-0.0014598618851760607
2023-09-12, A-D1XPP4,0.008445443593086082
2023-09-13,A-D1XPP4,-0.019542599666896997
2023-09-14,A-D1XPP4,-0.00941123572488648
2023-09-15,A-D1XPP4,-0.0069422657316637795
2023-09-18,A-D1XPP4,0.02818770802120525
2023-09-19,A-D1XPP4,-0.002512119066773783
2023-09-20,A-D1XPP4,0.008530653828241752
2023-09-21,A-D1XPP4,0.004012283159702902
2023-09-22,A-D1XPP4,-0.03429572587705787
2023-09-25,A-D1XPP4,0.0028640603588537365
2023-09-26,A-D1XPP4,-0.01808845042773548
2023-09-27,A-D1XPP4,0.017433025512934207
2023-09-28,A-D1XPP4,-0.007072909264091231
2023-09-29,A-D1XPP4,-0.02067923243738931
2023-10-02,A-D1XPP4,-0.02002673263306151
2023-10-03,A-D1XPP4,
2023-10-04,A-D1XPP4,0.007264081027849926
2023-10-05,a-d1xpp4,-0.00975416846394593
2023-10-06,A-D1XPP4,0.0034399448050613964
2023-10-09,A-D1XPP4,0.0046204140509416205
2023-10-10,a-d1xpp4,0.016366645506124006
11-10-2023,A-D1XPP4,-0.04594421634076402
2023-10-12,A-D1XPP4,0.05172927060366887
2023-10-13,A-D1XPP4,-0.013742833826427148
2023-10-16,A-D1XPP4,0.0059939261343556136
2023-10-17,A-D1XPP4,-0.0032560931680006918
2023-10-18,A-D1XPP4,-0.025649093568807242
2023-10-19,A-D1XPP4,0.007341660542942462
20-10-2023,a-d1xpp4,-0.015908598351461887
2023-10-23,A-D1XPP4,0.016368901790564782
2023-10-24,A-D1XPP4,-0.004210373258101978
2023-10-25,A-D1XPP4,0.01122201839240343
2023-10-26,A-D1XPP4,
2023-10-27,A-D1XPP4,0.004584543824857901
2023-10-30,A-D1XPP4,-0.022990479251939786
