date,industry,index_return
2023-01-02,Industry A,-0.0144964573318064
2023-01-03,Industry A,-0.0144964573318064
2023-01-05,Industry A,0.0103556487476927
2023-01-06,Industry A,-0.0118285089491946
2023-01-08,Industry A,-0.0052657749862578
2023-01-09,Industry A,0.0045959952038005
2023-01-11,Industry A,0.0119622904600618
2023-02-01,Industry A,-0.000863367343038
2023-02-02,Industry A,7.764661249944643e-05
2023-02-03,Industry A,0.0344892610776783
2023-02-05,Industry A,0.0153093781920168
2023-02-06,Industry A,0.0004080155498156
2023-02-08,Industry A,-0.0128853670306057
2023-02-10,Industry A,0.0040878830752657
2023-02-11,Industry A,-0.0081706864791556
2023-03-02,Industry A,0.0021115734059556
2023-03-03,Industry A,-0.0036713730783710504
2023-03-04,Industry A,-0.0094543195626977
2023-03-07,Industry A,0.0071513836558511
2023-03-08,Industry A,0.0111007195672076
2023-03-10,Industry A,0.0190560297929884
2023-03-11,Industry A,-0.0195699555885692
2023-04-01,Industry A,-0.0034803674539112
2023-04-04,Industry A,0.0187219142721746
2023-04-05,Industry A,0.0049308517933043
2023-04-08,Industry A,-0.0365653583957487
2023-04-09,Industry A,0.0050597878270961
2023-04-10,Industry A,-0.0117762831195265
2023-05-01,Industry A,0.0205590401956502
2023-05-04,Industry A,-0.0203738307459534
2023-05-05,Industry A,-0.0081311651469768
2023-05-06,Industry A,-0.0054211083747934
2023-05-07,Industry A,-0.0127307359464079
2023-05-09,Industry A,-0.0030447633051453
2023-05-10,Industry A,0.0059640115505765
2023-05-12,Industry A,0.0100292500269456
2023-06-01,Industry A,0.0094382827166642
2023-06-02,Industry A,-0.0077236013922638
2023-06-03,Industry A,-0.0215225598530417
2023-06-04,Industry A,0.0094624915084379
2023-06-06,Industry A,0.0067877944889229
2023-06-07,Industry A,0.01919395336128
2023-06-09,Industry A,0.0152933474104333
2023-06-10,Industry A,0.0179611904445669
2023-06-11,Industry A,-0.0040550505670162
2023-06-12,Industry A,-0.0046379521231605
2023-07-02,Industry A,0.0059192356078877
2023-07-03,Industry A,-0.0129147428931849
2023-07-04,Industry A,-0.0059447370318295
2023-07-06,Industry A,-0.0109728818553052
2023-07-07,Industry A,-0.0123273288576237
2023-07-08,Industry A,0.0228342699026729
2023-07-09,Industry A,0.0003405970126323
2023-07-11,Industry A,-0.0062285784732328
2023-07-12,Industry A,-0.0097310108888159
2023-08-02,Industry A,-0.0092798362464112
2023-08-03,Industry A,0.0208683193039477
2023-08-05,Industry A,0.0114388322702814
2023-08-08,Industry A,-0.0236097186775479
2023-08-09,Industry A,0.0064004338237815
2023-08-11,Industry A,0.0191081311060479
